,Name,Season,Matches,W,D,L,Goals,Points,PPM
7026,Giovanni De Biasi,1994/95,34,9,12,13,31:41,39,1.15
7027,Giovanni De Biasi,1995/96,34,10,18,6,38:34,48,1.41
7028,Giovanni De Biasi,1996/97,28,7,12,9,34:41,33,1.18
7029,Giovanni De Biasi,1997/98,34,21,7,6,44:18,70,2.06
7030,Giovanni De Biasi,1998/99,34,11,14,9,35:26,47,1.38
7031,Giovanni De Biasi,1999/00,24,7,11,6,16:21,32,1.33
7032,Giovanni De Biasi,2000/01,36,24,8,4,57:20,80,2.22
7033,Giovanni De Biasi,2001/02,43,22,13,8,66:34,79,1.84
7034,Giovanni De Biasi,2002/03,36,10,11,15,32:50,41,1.14
7035,Giovanni De Biasi,2003/04,40,10,16,14,59:66,46,1.15
7036,Giovanni De Biasi,2004/05,25,5,7,13,18:32,22,0.88
7037,Giovanni De Biasi,2005/06,46,23,14,9,58:37,83,1.80
7038,Giovanni De Biasi,2006/07,16,6,3,7,13:15,21,1.31
7039,Giovanni De Biasi,2007/08,34,9,4,21,30:56,31,0.91
7040,Giovanni De Biasi,2008/09,17,5,3,9,20:27,18,1.06
7041,Giovanni De Biasi,2009/10,11,3,3,5,12:16,12,1.09
7042,Giovanni De Biasi,2011/12,3,2,0,1,4:3,6,2.00
7043,Giovanni De Biasi,2012/13,14,4,4,6,14:14,16,1.14
7044,Giovanni De Biasi,2013/14,6,3,1,2,7:2,10,1.67
7045,Giovanni De Biasi,2014/15,11,5,3,3,12:7,18,1.64
7046,Giovanni De Biasi,2015/16,8,2,1,5,8:14,7,0.88
7047,Giovanni De Biasi,2016/17,9,3,1,5,9:12,10,1.11
7048,Giovanni De Biasi,2017/18,9,3,0,6,8:14,9,1.00
7049,Giovanni De Biasi,2020/21,19,2,5,12,11:28,11,0.58
7050,Giovanni De Biasi,2021/22,3,0,1,2,2:4,1,0.33
7051,Giovanni De Biasi,2022/23,16,7,2,7,19:23,23,1.44
7052,Giovanni De Biasi,2023/24,1,1,0,0,2:1,3,3.00
7053,Attilio Perotti,1992/93,31,11,12,8,32:26,45,1.45
7054,Attilio Perotti,1993/94,39,8,23,8,28:30,47,1.21
7055,Attilio Perotti,1994/95,35,15,10,10,51:44,55,1.57
7056,Attilio Perotti,1995/96,39,17,12,10,50:35,63,1.62
7057,Attilio Perotti,1996/97,43,17,18,8,65:35,69,1.60
7058,Attilio Perotti,1997/98,23,9,7,7,28:26,34,1.48
7059,Attilio Perotti,1998/99,14,1,6,7,12:21,9,0.64
7060,Attilio Perotti,1999/00,48,17,17,14,56:51,68,1.42
7061,Attilio Perotti,2000/01,36,11,7,18,42:61,40,1.11
7062,Attilio Perotti,2001/02,28,11,9,8,37:39,42,1.50
7063,Attilio Perotti,2002/03,23,8,9,6,28:19,33,1.43
7064,Attilio Perotti,2003/04,29,7,8,14,23:38,29,1.00
7065,Attilio Perotti,2005/06,9,4,2,3,11:9,14,1.56
7066,Attilio Perotti,2007/08,1,0,0,1,1:2,0,0.00
7067,Attilio Perotti,2011/12,4,3,1,0,7:1,10,2.50
7068,Attilio Perotti,2013/14,1,0,0,1,0:3,0,0.00
7069,Eugenio Corini,2010/11,10,1,5,4,7:12,8,0.80
7070,Eugenio Corini,2011/12,20,8,2,10,22:22,26,1.30
7071,Eugenio Corini,2012/13,33,11,9,13,33:40,42,1.27
7072,Eugenio Corini,2013/14,28,10,3,15,31:39,33,1.18
7073,Eugenio Corini,2014/15,8,1,1,6,5:13,4,0.50
7074,Eugenio Corini,2016/17,7,1,1,5,7:14,4,0.57
7075,Eugenio Corini,2017/18,25,7,6,12,27:32,27,1.08
7076,Eugenio Corini,2018/19,33,18,11,4,65:37,65,1.97
7077,Eugenio Corini,2019/20,20,4,3,13,21:33,15,0.75
7078,Eugenio Corini,2020/21,42,17,15,10,72:52,66,1.57
7079,Eugenio Corini,2021/22,10,4,3,3,13:9,15,1.50
7080,Eugenio Corini,2022/23,38,11,16,11,48:49,49,1.29
7081,Eugenio Corini,2023/24,32,14,7,11,56:47,49,1.53
7082,Eugenio Fascetti,1993/94,41,10,21,10,39:40,51,1.24
7083,Eugenio Fascetti,1994/95,33,6,15,12,44:53,33,1.00
7084,Eugenio Fascetti,1995/96,22,6,6,10,33:45,24,1.09
7085,Eugenio Fascetti,1996/97,41,16,18,7,55:40,66,1.61
7086,Eugenio Fascetti,1997/98,40,12,10,18,35:50,46,1.15
7087,Eugenio Fascetti,1998/99,38,10,16,12,42:47,46,1.21
7088,Eugenio Fascetti,1999/00,36,10,10,16,35:50,40,1.11
7089,Eugenio Fascetti,2000/01,30,5,5,20,27:56,20,0.67
7090,Eugenio Fascetti,2001/02,21,8,8,5,30:28,32,1.52
7091,Eugenio Fascetti,2002/03,23,4,8,11,23:38,20,0.87
7092,Eugenio Fascetti,2003/04,41,7,11,23,30:60,32,0.78
7093,Bortolo Mutti,1992/93,32,12,12,8,31:24,48,1.50
7094,Bortolo Mutti,1993/94,1,0,0,1,0:4,0,0.00
7095,Bortolo Mutti,1994/95,39,11,15,13,40:42,48,1.23
7096,Bortolo Mutti,1995/96,35,11,14,10,47:47,47,1.34
7097,Bortolo Mutti,1996/97,36,8,16,12,35:50,40,1.11
7098,Bortolo Mutti,1997/98,7,2,1,4,9:15,7,1.00
7099,Bortolo Mutti,1998/99,46,19,21,6,60:38,78,1.70
7100,Bortolo Mutti,1999/00,44,12,16,16,39:47,52,1.18
7101,Bortolo Mutti,2000/01,43,19,11,13,53:49,68,1.58
7102,Bortolo Mutti,2001/02,41,14,12,15,55:58,54,1.32
7103,Bortolo Mutti,2002/03,13,4,3,6,12:16,15,1.15
7104,Bortolo Mutti,2003/04,39,21,12,6,66:33,75,1.92
7105,Bortolo Mutti,2004/05,43,15,13,15,52:55,58,1.35
7106,Bortolo Mutti,2005/06,31,5,13,13,29:43,28,0.90
7107,Bortolo Mutti,2006/07,20,7,7,6,26:23,28,1.40
7108,Bortolo Mutti,2007/08,37,8,14,15,49:57,38,1.03
7109,Bortolo Mutti,2008/09,5,1,1,3,4:6,4,0.80
7110,Bortolo Mutti,2009/10,20,6,4,10,22:25,22,1.10
7111,Bortolo Mutti,2010/11,14,2,4,8,13:17,10,0.71
7112,Bortolo Mutti,2011/12,23,5,8,10,36:44,23,1.00
7113,Bortolo Mutti,2013/14,16,4,5,7,16:21,17,1.06
7114,Bortolo Mutti,2015/16,9,0,3,6,7:17,3,0.33
7115,Daniele Arrigoni,1997/98,34,9,16,9,33:32,43,1.26
7116,Daniele Arrigoni,1998/99,6,0,3,3,0:6,3,0.50
7117,Daniele Arrigoni,1999/00,37,17,14,6,53:34,65,1.76
7118,Daniele Arrigoni,2000/01,34,9,12,13,26:29,39,1.15
7119,Daniele Arrigoni,2001/02,43,15,15,13,50:45,60,1.40
7120,Daniele Arrigoni,2002/03,21,8,6,7,19:19,30,1.43
7121,Daniele Arrigoni,2003/04,25,15,8,2,29:8,53,2.12
7122,Daniele Arrigoni,2004/05,46,14,15,17,67:73,57,1.24
7123,Daniele Arrigoni,2005/06,1,0,1,0,1:1,1,1.00
7124,Daniele Arrigoni,2006/07,38,9,14,15,38:55,41,1.08
7125,Daniele Arrigoni,2007/08,44,25,12,7,63:34,87,1.98
7126,Daniele Arrigoni,2008/09,11,4,0,7,10:14,12,1.09
7127,Daniele Arrigoni,2009/10,20,6,7,7,17:20,25,1.25
7128,Daniele Arrigoni,2010/11,8,3,1,4,11:10,10,1.25
7129,Daniele Arrigoni,2011/12,16,5,1,10,17:27,16,1.00
7130,Andrea Mandorlini,1998/99,37,16,15,6,52:34,63,1.70
7131,Andrea Mandorlini,1999/00,34,21,13,0,52:17,76,2.24
7132,Andrea Mandorlini,2000/01,36,15,8,13,39:33,53,1.47
7133,Andrea Mandorlini,2001/02,36,20,13,3,54:22,73,2.03
7134,Andrea Mandorlini,2002/03,47,18,16,13,73:63,70,1.49
7135,Andrea Mandorlini,2003/04,47,19,20,8,59:38,77,1.64
7136,Andrea Mandorlini,2004/05,20,5,8,7,29:28,23,1.15
7137,Andrea Mandorlini,2005/06,17,5,7,5,17:19,22,1.29
7138,Andrea Mandorlini,2006/07,18,9,4,5,19:12,31,1.72
7139,Andrea Mandorlini,2007/08,13,1,6,6,13:20,9,0.69
7140,Andrea Mandorlini,2008/09,45,17,15,13,68:59,66,1.47
7141,Andrea Mandorlini,2009/10,27,16,6,5,37:25,54,2.00
7142,Andrea Mandorlini,2010/11,34,14,13,7,45:32,55,1.62
7143,Andrea Mandorlini,2011/12,48,26,10,12,74:53,88,1.83
7144,Andrea Mandorlini,2012/13,46,26,13,7,77:39,91,1.98
7145,Andrea Mandorlini,2013/14,40,17,6,17,64:72,57,1.43
7146,Andrea Mandorlini,2014/15,41,13,13,15,54:71,52,1.27
7147,Andrea Mandorlini,2015/16,15,1,6,8,13:25,9,0.60
7148,Andrea Mandorlini,2016/17,6,1,1,4,3:11,4,0.67
7149,Andrea Mandorlini,2017/18,5,1,2,2,7:5,5,1.00
7150,Andrea Mandorlini,2018/19,11,2,6,3,15:15,12,1.09
7151,Andrea Mandorlini,2019/20,8,3,3,2,10:7,12,1.50
7152,Andrea Mandorlini,2020/21,47,28,9,10,84:39,93,1.98
7153,Andrea Mandorlini,2022/23,12,4,3,5,14:15,15,1.25
7154,Andrea Mandorlini,2023/24,27,11,9,7,43:27,42,1.56
7155,Mario Beretta,1995/96,36,13,17,6,35:23,56,1.56
7156,Mario Beretta,1996/97,36,14,16,6,40:32,58,1.61
7157,Mario Beretta,1997/98,20,5,7,8,21:23,22,1.10
7158,Mario Beretta,1998/99,22,6,7,9,17:24,25,1.14
7159,Mario Beretta,1999/00,36,14,14,8,43:29,56,1.56
7160,Mario Beretta,2000/01,37,10,16,11,30:33,46,1.24
7161,Mario Beretta,2001/02,34,12,14,8,38:38,50,1.47
7162,Mario Beretta,2002/03,43,15,16,12,53:45,61,1.42
7163,Mario Beretta,2003/04,38,14,12,12,48:43,54,1.42
7164,Mario Beretta,2004/05,37,9,10,18,31:51,37,1.00
7165,Mario Beretta,2005/06,43,15,10,18,56:68,55,1.28
7166,Mario Beretta,2006/07,40,10,14,16,38:48,44,1.10
7167,Mario Beretta,2007/08,26,8,11,7,28:27,35,1.35
7168,Mario Beretta,2008/09,28,4,11,13,22:42,23,0.82
7169,Mario Beretta,2009/10,4,0,1,3,1:5,1,0.25
7170,Mario Beretta,2010/11,7,2,0,5,6:10,6,0.86
7171,Mario Beretta,2011/12,15,0,6,9,8:23,6,0.40
7172,Mario Beretta,2013/14,47,22,15,10,69:46,81,1.72
7173,Mario Beretta,2014/15,9,2,4,3,10:11,10,1.11
7174,Giuseppe Marchioro,1992/93,41,19,17,5,50:26,74,1.80
7175,Giuseppe Marchioro,1993/94,36,10,12,14,29:40,42,1.17
7176,Giuseppe Marchioro,1994/95,28,8,5,15,22:36,29,1.04
7177,Giuseppe Marchioro,1995/96,10,2,2,6,9:18,8,0.80
7178,Giuseppe Marchioro,1996/97,13,3,5,5,12:14,14,1.08
7179,Giuseppe Marchioro,1997/98,6,2,4,0,7:4,10,1.67
7180,Alberto Cavasin,1992/93,34,6,17,11,23:35,35,1.03
7181,Alberto Cavasin,1993/94,34,16,11,7,42:30,59,1.74
7182,Alberto Cavasin,1994/95,15,5,5,5,14:13,20,1.33
7183,Alberto Cavasin,1995/96,34,13,15,6,27:20,54,1.59
7184,Alberto Cavasin,1996/97,29,9,13,7,28:30,40,1.38
7185,Alberto Cavasin,1997/98,20,3,9,8,15:19,18,0.90
7186,Alberto Cavasin,1998/99,28,10,11,7,32:26,41,1.46
7187,Alberto Cavasin,1999/00,40,14,11,15,45:54,53,1.33
7188,Alberto Cavasin,2000/01,38,9,15,14,45:59,42,1.11
7189,Alberto Cavasin,2001/02,22,4,7,11,22:34,19,0.86
7190,Alberto Cavasin,2002/03,25,17,6,2,42:9,57,2.28
7191,Alberto Cavasin,2003/04,26,7,12,7,29:33,33,1.27
7192,Alberto Cavasin,2004/05,15,6,3,6,22:25,21,1.40
7193,Alberto Cavasin,2005/06,15,1,5,9,10:23,8,0.53
7194,Alberto Cavasin,2006/07,8,2,2,4,7:12,8,1.00
7195,Alberto Cavasin,2007/08,43,15,11,17,63:73,56,1.30
7196,Alberto Cavasin,2008/09,6,3,2,1,11:8,11,1.83
7197,Alberto Cavasin,2009/10,22,7,1,14,25:37,22,1.00
7198,Alberto Cavasin,2010/11,10,1,2,7,8:17,5,0.50
7199,Alberto Cavasin,2016/17,10,2,0,8,8:17,6,0.60
7200,Alberto Cavasin,2017/18,12,4,3,5,11:15,15,1.25
7201,Davide Nicola,2009/10,2,0,2,0,1:1,2,1.00
7202,Davide Nicola,2010/11,36,13,11,12,37:37,50,1.39
7203,Davide Nicola,2011/12,36,13,7,16,32:37,46,1.28
7204,Davide Nicola,2012/13,49,26,14,9,87:53,92,1.88
7205,Davide Nicola,2013/14,24,3,4,17,19:44,13,0.54
7206,Davide Nicola,2014/15,28,10,8,10,27:29,38,1.36
7207,Davide Nicola,2015/16,22,10,5,7,26:24,35,1.59
7208,Davide Nicola,2016/17,39,9,7,23,35:60,34,0.87
7209,Davide Nicola,2017/18,17,4,3,10,13:32,15,0.88
7210,Davide Nicola,2018/19,15,4,4,7,13:22,16,1.07
7211,Davide Nicola,2019/20,22,8,4,10,34:44,28,1.27
7212,Davide Nicola,2020/21,20,5,9,6,24:34,24,1.20
7213,Davide Nicola,2021/22,15,4,6,5,16:25,18,1.20
7214,Davide Nicola,2022/23,23,5,6,12,25:44,21,0.91
7215,Davide Nicola,2023/24,18,6,5,7,18:19,23,1.28
7216,Massimo Ficcadenti,2001/02,16,2,8,6,8:14,14,0.88
7217,Massimo Ficcadenti,2003/04,34,11,11,12,35:36,44,1.29
7218,Massimo Ficcadenti,2004/05,45,16,16,13,62:52,64,1.42
7219,Massimo Ficcadenti,2005/06,44,11,19,14,45:43,52,1.18
7220,Massimo Ficcadenti,2006/07,20,3,5,12,8:21,14,0.70
7221,Massimo Ficcadenti,2007/08,11,1,5,5,9:19,8,0.73
7222,Massimo Ficcadenti,2009/10,29,12,11,6,32:25,47,1.62
7223,Massimo Ficcadenti,2010/11,39,11,10,18,39:53,43,1.10
7224,Massimo Ficcadenti,2011/12,22,7,7,8,25:22,28,1.27
7225,Massimo Ficcadenti,2012/13,7,1,2,4,5:12,5,0.71
7226,Massimo Ficcadenti,2013/14,43,16,13,14,68:45,61,1.42
7227,Massimo Ficcadenti,2014/15,44,23,10,11,58:44,79,1.80
7228,Massimo Ficcadenti,2015/16,43,14,14,15,45:47,56,1.30
7229,Massimo Ficcadenti,2016/17,42,15,10,17,55:58,55,1.31
7230,Massimo Ficcadenti,2017/18,37,11,10,16,40:39,43,1.16
7231,Massimo Ficcadenti,2018/19,8,1,3,4,6:10,6,0.75
7232,Massimo Ficcadenti,2019/20,38,21,7,10,51:33,70,1.84
7233,Massimo Ficcadenti,2020/21,51,31,10,10,76:34,103,2.02
7234,Domenico Di Carlo,2003/04,34,17,13,4,40:21,64,1.88
7235,Domenico Di Carlo,2004/05,40,22,10,8,56:28,76,1.90
7236,Domenico Di Carlo,2005/06,47,19,17,11,52:43,74,1.57
7237,Domenico Di Carlo,2006/07,44,16,19,9,53:42,67,1.52
7238,Domenico Di Carlo,2007/08,28,5,10,13,33:46,25,0.89
7239,Domenico Di Carlo,2008/09,28,7,11,10,29:33,32,1.14
7240,Domenico Di Carlo,2009/10,41,14,8,19,44:45,50,1.22
7241,Domenico Di Carlo,2010/11,38,10,12,16,39:50,42,1.11
7242,Domenico Di Carlo,2011/12,42,15,13,14,41:47,58,1.38
7243,Domenico Di Carlo,2012/13,7,2,0,5,8:13,6,0.86
7244,Domenico Di Carlo,2013/14,14,3,3,8,20:31,12,0.86
7245,Domenico Di Carlo,2014/15,24,3,7,14,25:48,16,0.67
7246,Domenico Di Carlo,2015/16,34,16,10,8,42:31,58,1.71
7247,Domenico Di Carlo,2016/17,47,18,15,14,49:45,69,1.47
7248,Domenico Di Carlo,2017/18,18,3,8,7,16:22,17,0.94
7249,Domenico Di Carlo,2018/19,27,2,11,14,16:47,17,0.63
7250,Domenico Di Carlo,2019/20,31,20,7,4,50:18,67,2.16
7251,Domenico Di Carlo,2020/21,40,12,15,13,52:58,51,1.28
7252,Domenico Di Carlo,2021/22,6,0,0,6,6:15,0,0.00
7253,Domenico Di Carlo,2022/23,35,15,12,8,51:33,57,1.63
7254,Domenico Di Carlo,2023/24,19,10,4,5,26:17,34,1.79
7255,Leonardo Semplici,2008/09,36,17,15,4,44:27,66,1.83
7256,Leonardo Semplici,2009/10,18,9,3,6,20:18,30,1.67
7257,Leonardo Semplici,2010/11,9,2,2,5,11:15,8,0.89
7258,Leonardo Semplici,2011/12,35,19,10,6,71:38,67,1.91
7259,Leonardo Semplici,2012/13,31,20,3,8,73:35,63,2.03
7260,Leonardo Semplici,2013/14,37,27,4,6,103:60,85,2.30
7261,Leonardo Semplici,2014/15,26,14,6,6,36:17,48,1.85
7262,Leonardo Semplici,2015/16,44,28,9,7,79:34,93,2.11
7263,Leonardo Semplici,2016/17,44,23,12,9,69:44,81,1.84
7264,Leonardo Semplici,2017/18,40,9,14,17,40:61,41,1.03
7265,Leonardo Semplici,2018/19,40,12,9,19,46:58,45,1.13
7266,Leonardo Semplici,2019/20,26,6,3,17,25:45,21,0.81
7267,Leonardo Semplici,2020/21,15,6,4,5,19:18,22,1.47
7268,Leonardo Semplici,2021/22,4,1,1,2,8:10,4,1.00
7269,Leonardo Semplici,2022/23,16,2,6,8,13:26,12,0.75
7270,Giuseppe Sannino,1998/99,34,12,10,12,36:37,46,1.35
7271,Giuseppe Sannino,2000/01,34,11,10,13,45:53,43,1.26
7272,Giuseppe Sannino,2001/02,36,10,11,15,33:43,41,1.14
7273,Giuseppe Sannino,2002/03,34,13,10,11,40:34,49,1.44
7274,Giuseppe Sannino,2003/04,25,6,7,12,19:30,25,1.00
7275,Giuseppe Sannino,2005/06,29,8,12,9,29:27,36,1.24
7276,Giuseppe Sannino,2006/07,38,18,14,6,46:30,68,1.79
7277,Giuseppe Sannino,2007/08,36,14,15,7,38:25,57,1.58
7278,Giuseppe Sannino,2008/09,31,17,12,2,52:23,63,2.03
7279,Giuseppe Sannino,2009/10,40,20,12,8,70:48,72,1.80
7280,Giuseppe Sannino,2010/11,46,17,21,8,60:43,72,1.57
7281,Giuseppe Sannino,2011/12,44,16,11,17,58:53,59,1.34
7282,Giuseppe Sannino,2012/13,14,4,3,7,15:21,15,1.07
7283,Giuseppe Sannino,2013/14,42,12,12,18,58:59,48,1.14
7284,Giuseppe Sannino,2014/15,22,10,4,8,37:30,34,1.55
7285,Giuseppe Sannino,2015/16,5,1,1,3,4:8,4,0.80
7286,Giuseppe Sannino,2016/17,18,4,9,5,26:25,21,1.17
7287,Giuseppe Sannino,2017/18,27,9,9,9,41:35,36,1.33
7288,Giuseppe Sannino,2018/19,22,6,6,10,25:30,24,1.09
7289,Giuseppe Sannino,2019/20,36,15,10,11,46:41,55,1.53
7290,Giuseppe Sannino,2020/21,15,9,3,3,29:9,30,2.00
7291,Giuseppe Sannino,2021/22,3,1,1,1,3:2,4,1.33
7292,Giuseppe Sannino,2022/23,27,15,7,5,43:17,52,1.93
7293,Giuseppe Sannino,2023/24,34,16,8,10,38:32,56,1.65
7294,Roberto D'Aversa,2014/15,44,11,20,13,50:49,53,1.20
7295,Roberto D'Aversa,2015/16,25,5,7,13,21:36,22,0.88
7296,Roberto D'Aversa,2016/17,28,18,6,4,46:24,60,2.14
7297,Roberto D'Aversa,2017/18,43,21,9,13,58:39,72,1.67
7298,Roberto D'Aversa,2018/19,39,10,11,18,41:62,41,1.05
7299,Roberto D'Aversa,2019/20,41,16,7,18,61:61,55,1.34
7300,Roberto D'Aversa,2020/21,23,1,5,17,27:54,8,0.35
7301,Roberto D'Aversa,2021/22,24,7,5,12,34:43,26,1.08
7302,Roberto D'Aversa,2023/24,30,6,10,14,28:49,28,0.93
7303,Filippo Inzaghi,2013/14,39,22,8,9,87:56,74,1.90
7304,Filippo Inzaghi,2014/15,40,14,13,13,58:52,55,1.38
7305,Filippo Inzaghi,2016/17,49,30,13,6,81:44,103,2.10
7306,Filippo Inzaghi,2017/18,46,18,17,11,61:46,71,1.54
7307,Filippo Inzaghi,2018/19,24,4,8,12,21:36,20,0.83
7308,Filippo Inzaghi,2019/20,39,26,8,5,70:31,86,2.21
7309,Filippo Inzaghi,2020/21,39,7,12,20,42:79,33,0.85
7310,Filippo Inzaghi,2021/22,32,14,12,6,51:38,54,1.69
7311,Filippo Inzaghi,2022/23,40,17,4,19,49:47,55,1.38
7312,Filippo Inzaghi,2023/24,18,3,4,11,21:36,13,0.72
7313,Nedo Sonetti,1993/94,40,6,11,23,35:52,29,0.73
7314,Nedo Sonetti,1994/95,32,11,9,12,42:47,42,1.31
7315,Nedo Sonetti,1995/96,13,2,4,7,9:21,10,0.77
7316,Nedo Sonetti,1996/97,31,6,10,15,29:49,28,0.90
7317,Nedo Sonetti,1997/98,13,3,6,4,18:22,15,1.15
7318,Nedo Sonetti,1998/99,44,20,11,13,53:48,71,1.61
7319,Nedo Sonetti,1999/00,42,18,16,8,60:44,70,1.67
7320,Nedo Sonetti,2000/01,14,3,5,6,8:13,14,1.00
7321,Nedo Sonetti,2001/02,22,8,10,4,28:21,34,1.55
7322,Nedo Sonetti,2002/03,19,8,7,4,26:24,31,1.63
7323,Nedo Sonetti,2003/04,14,0,4,10,5:26,4,0.29
7324,Nedo Sonetti,2004/05,31,9,13,9,29:28,40,1.29
7325,Nedo Sonetti,2005/06,29,8,11,10,37:41,35,1.21
7326,Nedo Sonetti,2006/07,27,5,8,14,31:52,23,0.85
7327,Nedo Sonetti,2007/08,7,1,1,5,4:15,4,0.57
7328,Nedo Sonetti,2008/09,35,15,10,10,44:32,55,1.57
7329,Nedo Sonetti,2009/10,3,0,2,1,3:7,2,0.67
7330,Vincenzo Guerini,1992/93,36,7,7,22,42:79,28,0.78
7331,Vincenzo Guerini,1993/94,49,16,22,11,58:53,70,1.43
7332,Vincenzo Guerini,1994/95,28,9,7,12,35:39,34,1.21
7333,Vincenzo Guerini,1995/96,3,2,0,1,4:3,6,2.00
7334,Vincenzo Guerini,1996/97,29,12,8,9,33:30,44,1.52
7335,Vincenzo Guerini,1997/98,38,9,16,13,34:45,43,1.13
7336,Vincenzo Guerini,1998/99,19,7,6,6,23:25,27,1.42
7337,Vincenzo Guerini,1999/00,29,9,13,7,35:34,40,1.38
7338,Vincenzo Guerini,2000/01,27,14,6,7,37:31,48,1.78
7339,Vincenzo Guerini,2001/02,11,2,3,6,8:18,9,0.82
7340,Vincenzo Guerini,2002/03,15,6,1,8,22:26,19,1.27
7341,Vincenzo Guerini,2005/06,11,0,4,7,5:18,4,0.36
7342,Vincenzo Guerini,2011/12,2,1,1,0,1:0,4,2.00
7343,Mauro Sandreani,1992/93,12,6,5,1,15:9,23,1.92
7344,Mauro Sandreani,1993/94,2,0,1,1,1:2,1,0.50
7345,Mauro Sandreani,1994/95,37,14,4,19,43:65,46,1.24
7346,Mauro Sandreani,1995/96,36,8,3,25,45:83,27,0.75
7347,Mauro Sandreani,1996/97,30,12,8,10,39:33,44,1.47
7348,Mauro Sandreani,1997/98,29,8,9,12,31:37,33,1.14
7349,Mauro Sandreani,1998/99,23,3,9,11,20:38,18,0.78
7350,Mauro Sandreani,1999/00,7,2,2,3,7:9,8,1.14
7351,Mauro Sandreani,2000/01,17,3,4,10,19:28,13,0.76
7352,Silvio Baldini,1992/93,32,8,13,11,31:40,37,1.16
7353,Silvio Baldini,1993/94,34,8,13,13,32:32,37,1.09
7354,Silvio Baldini,1994/95,34,9,16,9,34:28,43,1.26
7355,Silvio Baldini,1995/96,34,11,12,11,36:36,45,1.32
7356,Silvio Baldini,1996/97,34,10,16,8,27:23,46,1.35
7357,Silvio Baldini,1997/98,40,12,15,13,44:48,51,1.28
7358,Silvio Baldini,1998/99,42,17,14,11,52:38,65,1.55
7359,Silvio Baldini,1999/00,26,9,9,8,34:34,36,1.38
7360,Silvio Baldini,2000/01,41,19,11,11,60:50,68,1.66
7361,Silvio Baldini,2001/02,43,22,11,10,69:41,77,1.79
7362,Silvio Baldini,2002/03,41,12,12,17,46:55,48,1.17
7363,Silvio Baldini,2003/04,33,13,12,8,43:36,51,1.55
7364,Silvio Baldini,2004/05,21,4,7,10,20:32,19,0.90
7365,Silvio Baldini,2005/06,16,3,3,10,13:27,12,0.75
7366,Silvio Baldini,2007/08,35,8,12,15,32:44,36,1.03
7367,Silvio Baldini,2008/09,46,21,13,12,59:46,76,1.65
7368,Silvio Baldini,2011/12,9,0,3,6,7:16,3,0.33
7369,Silvio Baldini,2017/18,40,16,12,12,65:51,60,1.50
7370,Silvio Baldini,2018/19,44,22,6,16,77:57,72,1.64
7371,Silvio Baldini,2019/20,32,13,10,9,56:51,49,1.53
7372,Silvio Baldini,2020/21,37,11,10,16,35:40,43,1.16
7373,Silvio Baldini,2021/22,25,15,8,2,52:24,53,2.12
7374,Silvio Baldini,2022/23,3,0,0,3,2:6,0,0.00
7375,Silvio Baldini,2023/24,5,1,0,4,5:9,3,0.60
7376,Diego López,2012/13,5,2,1,2,14:10,7,1.40
7377,Diego López,2013/14,33,7,11,15,31:46,32,0.97
7378,Diego López,2014/15,40,16,15,9,47:35,63,1.58
7379,Diego López,2016/17,10,1,2,7,8:26,5,0.50
7380,Diego López,2017/18,48,20,9,19,56:66,69,1.44
7381,Diego López,2018/19,50,25,13,12,73:47,88,1.76
7382,Diego López,2019/20,16,2,4,10,15:38,10,0.63
7383,Diego López,2020/21,9,3,2,4,14:13,11,1.22
7384,Diego López,2021/22,13,3,5,5,12:18,14,1.08
7385,Diego López,2022/23,16,9,5,2,24:19,32,2.00
7386,Diego López,2023/24,9,4,4,1,15:7,16,1.78
7387,Giovanni Galeone,1992/93,26,4,5,17,36:58,17,0.65
7388,Giovanni Galeone,1994/95,27,16,6,5,48:26,54,2.00
7389,Giovanni Galeone,1995/96,30,15,9,6,48:32,54,1.80
7390,Giovanni Galeone,1996/97,16,5,3,8,19:25,18,1.13
7391,Giovanni Galeone,1997/98,10,0,3,7,6:25,3,0.30
7392,Giovanni Galeone,1999/00,46,14,18,14,80:65,60,1.30
7393,Giovanni Galeone,2000/01,9,1,3,5,6:13,6,0.67
7394,Giovanni Galeone,2003/04,16,2,2,12,14:35,8,0.50
7395,Giovanni Galeone,2005/06,10,4,4,2,14:9,16,1.60
7396,Giovanni Galeone,2006/07,22,8,5,9,31:31,29,1.32
7397,Mircea Lucescu,1992/93,36,9,13,14,39:48,40,1.11
7398,Mircea Lucescu,1993/94,5,2,2,1,9:7,8,1.60
7399,Mircea Lucescu,1994/95,22,1,6,15,9:33,9,0.41
7400,Mircea Lucescu,1996/97,12,1,4,7,13:23,7,0.58
7401,Mircea Lucescu,1997/98,3,1,1,1,3:3,4,1.33
7402,Mircea Lucescu,1998/99,27,9,7,11,49:40,34,1.26
7403,Mircea Lucescu,1999/00,3,1,1,1,9:5,4,1.33
7404,Mircea Lucescu,2000/01,55,34,8,13,121:72,110,2.00
7405,Mircea Lucescu,2001/02,51,30,13,8,94:45,103,2.02
7406,Mircea Lucescu,2002/03,47,32,10,5,87:36,106,2.26
7407,Mircea Lucescu,2003/04,50,27,9,14,93:63,90,1.80
7408,Mircea Lucescu,2004/05,53,38,5,10,106:50,119,2.25
7409,Mircea Lucescu,2005/06,45,32,8,5,92:31,104,2.31
7410,Mircea Lucescu,2006/07,50,27,13,10,91:47,94,1.88
7411,Mircea Lucescu,2007/08,48,35,3,10,108:47,108,2.25
7412,Mircea Lucescu,2008/09,53,35,9,9,92:36,114,2.15
