,Name,Season,Matches,W,D,L,Goals,Points,PPM
5132,Dieter Hecking,2004/05,44,20,9,15,74:49,69,1.57
5133,Dieter Hecking,2005/06,36,21,5,10,65:39,68,1.89
5134,Dieter Hecking,2006/07,37,15,8,14,46:47,53,1.43
5135,Dieter Hecking,2007/08,36,14,10,12,57:59,52,1.44
5136,Dieter Hecking,2008/09,36,11,10,15,54:71,43,1.19
5137,Dieter Hecking,2009/10,22,7,5,10,25:31,26,1.18
5138,Dieter Hecking,2010/11,38,16,8,14,56:48,56,1.47
5139,Dieter Hecking,2011/12,37,14,6,17,45:52,48,1.30
5140,Dieter Hecking,2012/13,37,11,14,12,52:57,47,1.27
5141,Dieter Hecking,2013/14,39,22,6,11,73:56,72,1.85
5142,Dieter Hecking,2014/15,52,32,12,8,115:62,108,2.08
5143,Dieter Hecking,2015/16,47,21,9,17,73:69,72,1.53
5144,Dieter Hecking,2016/17,33,13,10,10,54:48,49,1.48
5145,Dieter Hecking,2017/18,37,15,8,14,50:54,53,1.43
5146,Dieter Hecking,2018/19,36,17,7,12,66:48,58,1.61
5147,Dieter Hecking,2019/20,36,15,12,9,71:55,57,1.58
5148,Dieter Hecking,2022/23,14,4,5,5,15:18,17,1.21
5149,Friedel Rausch,1992/93,15,7,4,4,27:20,25,1.67
5150,Friedel Rausch,1993/94,39,22,7,10,85:47,73,1.87
5151,Friedel Rausch,1994/95,43,23,14,6,86:52,83,1.93
5152,Friedel Rausch,1995/96,32,9,12,11,38:42,39,1.22
5153,Friedel Rausch,1996/97,45,15,18,12,61:57,63,1.40
5154,Friedel Rausch,1997/98,6,3,1,2,12:10,10,1.67
5155,Friedel Rausch,1998/99,29,8,9,12,40:53,33,1.14
5156,Friedel Rausch,1999/00,20,8,4,8,29:36,28,1.40
5157,Friedel Rausch,2000/01,7,2,0,5,8:16,6,0.86
5158,Falko Götz,1997/98,28,15,5,8,62:31,50,1.79
5159,Falko Götz,1998/99,30,21,3,6,89:32,66,2.20
5160,Falko Götz,1999/00,34,12,7,15,42:55,43,1.26
5161,Falko Götz,2001/02,13,9,1,3,30:11,28,2.15
5162,Falko Götz,2002/03,10,3,3,4,12:13,12,1.20
5163,Falko Götz,2003/04,31,9,6,16,39:53,33,1.06
5164,Falko Götz,2004/05,36,16,13,7,62:34,61,1.69
5165,Falko Götz,2005/06,46,17,15,14,69:62,66,1.43
5166,Falko Götz,2006/07,39,14,11,14,51:53,53,1.36
5167,Falko Götz,2008/09,16,9,6,1,24:8,33,2.06
5168,Falko Götz,2009/10,9,2,1,6,11:16,7,0.78
5169,Falko Götz,2011/12,5,3,0,2,15:6,9,1.80
5170,Falko Götz,2012/13,3,1,0,2,3:4,3,1.00
5171,Falko Götz,2013/14,35,11,8,16,42:57,41,1.17
5172,Falko Götz,2014/15,5,1,0,4,2:10,3,0.60
5173,Falko Götz,2015/16,26,12,5,9,36:28,41,1.58
5174,Bernd Krauss,1992/93,23,11,5,7,44:37,38,1.65
5175,Bernd Krauss,1993/94,38,17,7,14,73:62,58,1.53
5176,Bernd Krauss,1994/95,40,23,9,8,84:48,78,1.95
5177,Bernd Krauss,1995/96,43,20,9,14,68:60,69,1.60
5178,Bernd Krauss,1996/97,23,8,3,12,24:33,27,1.17
5179,Bernd Krauss,1997/98,43,17,17,9,65:43,68,1.58
5180,Bernd Krauss,1998/99,46,20,12,14,63:54,72,1.57
5181,Bernd Krauss,1999/00,22,2,8,12,21:37,14,0.64
5182,Bernd Krauss,2001/02,26,7,5,14,16:36,26,1.00
5183,Bernd Krauss,2003/04,2,2,0,0,5:2,6,3.00
5184,Bernd Krauss,2004/05,13,4,0,9,16:25,12,0.92
5185,Bernd Krauss,2005/06,10,4,4,2,15:13,16,1.60
5186,Bernd Krauss,2006/07,16,5,3,8,12:20,18,1.13
5187,Bernd Krauss,2007/08,17,6,3,8,28:31,21,1.24
5188,Bernd Krauss,2011/12,5,1,2,2,2:3,5,1.00
5189,Thomas Doll,2001/02,1,1,0,0,2:1,3,3.00
5190,Thomas Doll,2002/03,14,3,6,5,17:18,15,1.07
5191,Thomas Doll,2003/04,34,11,11,12,33:46,44,1.29
5192,Thomas Doll,2004/05,38,22,4,12,66:45,70,1.84
5193,Thomas Doll,2005/06,55,36,7,12,89:43,115,2.09
5194,Thomas Doll,2006/07,39,8,15,16,43:52,39,1.00
5195,Thomas Doll,2007/08,40,15,10,15,65:68,55,1.38
5196,Thomas Doll,2009/10,35,12,11,12,41:40,47,1.34
5197,Thomas Doll,2010/11,8,2,2,4,6:13,8,1.00
5198,Thomas Doll,2011/12,18,12,4,2,39:17,40,2.22
5199,Thomas Doll,2013/14,13,9,3,1,20:7,30,2.31
5200,Thomas Doll,2014/15,41,26,9,6,76:26,87,2.12
5201,Thomas Doll,2015/16,45,30,6,9,97:35,96,2.13
5202,Thomas Doll,2016/17,45,23,12,10,93:59,81,1.80
5203,Thomas Doll,2017/18,39,21,12,6,77:40,75,1.92
5204,Thomas Doll,2018/19,22,7,3,12,28:36,24,1.09
5205,Thomas Doll,2019/20,18,9,5,4,27:15,32,1.78
5206,Thomas Doll,2021/22,2,0,0,2,2:4,0,0.00
5207,Thomas Doll,2022/23,33,19,6,8,45:27,63,1.91
5208,Thomas Doll,2023/24,33,12,11,10,48:40,47,1.42
5209,Winfried Schäfer,1992/93,45,20,14,11,85:71,74,1.64
5210,Winfried Schäfer,1993/94,47,20,14,13,69:52,74,1.57
5211,Winfried Schäfer,1994/95,42,15,15,12,66:57,60,1.43
5212,Winfried Schäfer,1995/96,48,22,14,12,91:69,80,1.67
5213,Winfried Schäfer,1996/97,53,26,11,16,90:66,89,1.68
5214,Winfried Schäfer,1997/98,37,11,11,15,58:69,44,1.19
5215,Winfried Schäfer,1998/99,37,13,10,14,46:49,49,1.32
5216,Winfried Schäfer,1999/00,36,11,10,15,48:53,43,1.19
5217,Winfried Schäfer,2001/02,16,9,5,2,23:12,32,2.00
5218,Winfried Schäfer,2002/03,7,4,1,2,5:2,13,1.86
5219,Winfried Schäfer,2003/04,6,1,3,2,7:9,6,1.00
5220,Winfried Schäfer,2004/05,6,2,2,2,7:8,8,1.33
5221,Winfried Schäfer,2010/11,21,9,4,8,28:24,31,1.48
5222,Winfried Schäfer,2011/12,13,2,5,6,10:16,11,0.85
5223,Winfried Schäfer,2012/13,15,9,1,5,30:20,28,1.87
5224,Winfried Schäfer,2013/14,8,2,1,5,10:16,7,0.88
5225,Winfried Schäfer,2014/15,18,9,2,7,24:21,29,1.61
5226,Winfried Schäfer,2015/16,4,1,0,3,2:7,3,0.75
5227,Winfried Schäfer,2016/17,7,2,1,4,6:11,7,1.00
5228,Winfried Schäfer,2017/18,36,21,11,4,62:24,74,2.06
5229,Winfried Schäfer,2018/19,34,16,9,9,41:24,57,1.68
5230,Winfried Schäfer,2019/20,25,8,7,10,31:36,31,1.24
5231,Winfried Schäfer,2020/21,9,2,4,3,12:14,10,1.11
5232,Winfried Schäfer,2021/22,12,0,6,6,10:26,6,0.50
5233,Kurt Jara,1992/93,37,13,11,13,36:40,50,1.35
5234,Kurt Jara,1993/94,38,15,11,12,54:44,56,1.47
5235,Kurt Jara,1994/95,12,2,1,9,13:23,7,0.58
5236,Kurt Jara,1995/96,18,6,7,5,33:24,25,1.39
5237,Kurt Jara,1996/97,21,4,7,10,23:38,19,0.90
5238,Kurt Jara,1997/98,4,1,1,2,7:5,4,1.00
5239,Kurt Jara,1998/99,17,10,5,2,27:11,35,2.06
5240,Kurt Jara,1999/00,40,27,5,8,64:32,86,2.15
5241,Kurt Jara,2000/01,48,26,10,12,80:46,88,1.83
5242,Kurt Jara,2001/02,45,22,10,13,88:59,76,1.69
5243,Kurt Jara,2002/03,37,17,11,9,54:37,62,1.68
5244,Kurt Jara,2003/04,31,13,5,13,41:59,44,1.42
5245,Kurt Jara,2004/05,29,11,6,12,55:44,39,1.34
5246,Kurt Jara,2005/06,38,21,3,14,65:45,66,1.74
5247,Klaus Toppmöller,1992/93,48,22,13,13,71:60,79,1.65
5248,Klaus Toppmöller,1993/94,39,18,7,14,67:47,61,1.56
5249,Klaus Toppmöller,1994/95,22,7,3,12,31:37,24,1.09
5250,Klaus Toppmöller,1995/96,35,21,6,8,69:32,69,1.97
5251,Klaus Toppmöller,1996/97,38,17,11,10,63:57,62,1.63
5252,Klaus Toppmöller,1997/98,43,14,9,20,58:66,51,1.19
5253,Klaus Toppmöller,1998/99,37,9,8,20,51:73,35,0.95
5254,Klaus Toppmöller,1999/00,38,23,8,7,69:24,77,2.03
5255,Klaus Toppmöller,2000/01,15,5,4,6,23:31,19,1.27
5256,Klaus Toppmöller,2001/02,60,35,10,15,126:76,115,1.92
5257,Klaus Toppmöller,2002/03,35,13,5,17,52:61,44,1.26
5258,Klaus Toppmöller,2003/04,27,13,5,9,44:46,44,1.63
5259,Klaus Toppmöller,2004/05,13,3,1,9,15:26,10,0.77
5260,Klaus Toppmöller,2005/06,5,1,1,3,4:9,4,0.80
5261,Klaus Toppmöller,2006/07,3,2,0,1,3:2,6,2.00
5262,Klaus Toppmöller,2007/08,17,4,3,10,21:28,15,0.88
5263,Morten Olsen,1992/93,6,3,2,1,6:4,11,1.83
5264,Morten Olsen,1993/94,36,15,6,15,57:57,51,1.42
5265,Morten Olsen,1994/95,39,15,10,14,68:58,55,1.41
5266,Morten Olsen,1995/96,8,2,3,3,16:11,9,1.13
5267,Morten Olsen,1997/98,47,37,4,6,152:35,115,2.45
5268,Morten Olsen,1998/99,19,11,4,4,42:13,37,1.95
5269,Morten Olsen,1999/00,4,1,0,3,3:6,3,0.75
5270,Morten Olsen,2000/01,14,9,4,1,31:11,31,2.21
5271,Morten Olsen,2001/02,11,6,2,3,14:13,20,1.82
5272,Morten Olsen,2002/03,12,8,3,1,23:10,27,2.25
5273,Morten Olsen,2003/04,11,4,5,2,14:13,17,1.55
5274,Morten Olsen,2004/05,15,8,4,3,30:15,28,1.87
5275,Morten Olsen,2005/06,5,3,1,1,10:5,10,2.00
5276,Morten Olsen,2006/07,10,5,2,3,15:14,17,1.70
5277,Morten Olsen,2007/08,16,7,5,4,26:15,26,1.63
5278,Morten Olsen,2008/09,13,6,4,3,17:10,22,1.69
5279,Morten Olsen,2009/10,11,4,1,6,13:14,13,1.18
5280,Morten Olsen,2010/11,12,7,3,2,20:11,24,2.00
5281,Morten Olsen,2011/12,11,4,1,6,14:17,13,1.18
5282,Morten Olsen,2012/13,15,6,6,3,25:18,24,1.60
5283,Morten Olsen,2013/14,5,2,1,2,7:7,7,1.40
5284,Morten Olsen,2014/15,13,5,3,5,14:14,18,1.38
5285,Morten Olsen,2015/16,3,0,1,2,4:6,1,0.33
5286,Gerardo Seoane,2012/13,13,8,3,2,31:16,27,2.08
5287,Gerardo Seoane,2013/14,25,13,1,11,40:40,40,1.60
5288,Gerardo Seoane,2014/15,26,13,2,11,82:40,41,1.58
5289,Gerardo Seoane,2015/16,26,13,5,8,51:30,44,1.69
5290,Gerardo Seoane,2016/17,28,18,5,5,77:33,59,2.11
5291,Gerardo Seoane,2017/18,31,18,6,7,61:42,60,1.94
5292,Gerardo Seoane,2018/19,48,34,6,8,113:58,108,2.25
5293,Gerardo Seoane,2019/20,50,31,11,8,114:56,104,2.08
5294,Gerardo Seoane,2020/21,50,32,10,8,96:52,106,2.12
5295,Gerardo Seoane,2021/22,44,24,8,12,100:58,80,1.82
5296,Gerardo Seoane,2022/23,12,2,2,8,14:23,8,0.67
5297,Gerardo Seoane,2023/24,38,10,13,15,68:70,43,1.13
5298,Bert van Marwijk,1997/98,32,14,6,12,49:42,48,1.50
5299,Bert van Marwijk,1998/99,43,18,9,16,73:68,63,1.47
5300,Bert van Marwijk,1999/00,38,13,8,17,60:59,47,1.24
5301,Bert van Marwijk,2000/01,42,25,5,12,79:46,80,1.90
5302,Bert van Marwijk,2001/02,50,25,13,12,100:64,88,1.76
5303,Bert van Marwijk,2002/03,47,31,7,9,108:56,100,2.13
5304,Bert van Marwijk,2003/04,39,22,9,8,76:45,75,1.92
5305,Bert van Marwijk,2004/05,39,18,10,11,53:48,64,1.64
5306,Bert van Marwijk,2005/06,37,11,15,11,47:45,48,1.30
5307,Bert van Marwijk,2006/07,19,6,7,6,24:22,25,1.32
5308,Bert van Marwijk,2007/08,40,24,6,10,80:43,78,1.95
5309,Bert van Marwijk,2008/09,12,9,2,1,23:7,29,2.42
5310,Bert van Marwijk,2009/10,16,11,4,1,31:12,37,2.31
5311,Bert van Marwijk,2010/11,15,11,3,1,43:11,36,2.40
5312,Bert van Marwijk,2011/12,9,3,1,5,14:12,10,1.11
5313,Bert van Marwijk,2013/14,17,4,3,10,27:40,15,0.88
5314,Bert van Marwijk,2014/15,7,5,2,0,24:3,17,2.43
5315,Bert van Marwijk,2016/17,11,6,2,3,17:10,20,1.82
5316,Bert van Marwijk,2017/18,7,2,2,3,9:10,8,1.14
5317,Bert van Marwijk,2018/19,5,3,0,2,12:8,9,1.80
5318,Bert van Marwijk,2019/20,16,8,3,5,29:13,27,1.69
5319,Bert van Marwijk,2020/21,7,4,1,2,14:8,13,1.86
5320,Bo Svensson,2015/16,11,6,0,5,20:14,18,1.64
5321,Bo Svensson,2016/17,26,13,8,5,48:33,47,1.81
5322,Bo Svensson,2017/18,27,11,7,9,52:45,40,1.48
5323,Bo Svensson,2018/19,26,16,5,5,59:23,53,2.04
5324,Bo Svensson,2019/20,32,16,8,8,78:52,56,1.75
5325,Bo Svensson,2020/21,33,17,9,7,52:38,60,1.82
5326,Bo Svensson,2021/22,36,15,7,14,63:57,52,1.44
5327,Bo Svensson,2022/23,37,14,10,13,60:59,52,1.41
5328,Bo Svensson,2023/24,11,1,3,7,10:27,6,0.55
5329,Bruno Labbadia,2003/04,34,28,4,2,81:25,88,2.59
5330,Bruno Labbadia,2004/05,34,16,6,12,50:33,54,1.59
5331,Bruno Labbadia,2005/06,34,16,6,12,57:44,54,1.59
5332,Bruno Labbadia,2007/08,36,15,10,11,57:50,55,1.53
5333,Bruno Labbadia,2008/09,40,19,7,14,75:53,64,1.60
5334,Bruno Labbadia,2009/10,51,23,14,14,96:70,83,1.63
5335,Bruno Labbadia,2010/11,22,10,3,9,40:40,33,1.50
5336,Bruno Labbadia,2011/12,38,18,8,12,70:50,62,1.63
5337,Bruno Labbadia,2012/13,52,21,11,20,69:73,74,1.42
5338,Bruno Labbadia,2013/14,7,1,2,4,7:9,5,0.71
5339,Bruno Labbadia,2014/15,8,4,2,2,12:9,14,1.75
5340,Bruno Labbadia,2015/16,35,11,8,16,42:49,41,1.17
5341,Bruno Labbadia,2016/17,6,1,1,4,3:10,4,0.67
5342,Bruno Labbadia,2017/18,13,4,3,6,14:19,15,1.15
5343,Bruno Labbadia,2018/19,37,18,7,12,65:51,61,1.65
5344,Bruno Labbadia,2019/20,9,4,1,4,16:11,13,1.44
5345,Bruno Labbadia,2020/21,19,4,5,10,28:37,17,0.89
5346,Bruno Labbadia,2022/23,12,2,3,7,13:19,9,0.75
5347,Christian Streich,2000/01,2,0,0,2,2:8,0,0.00
5348,Christian Streich,2002/03,2,1,0,1,5:3,3,1.50
5349,Christian Streich,2003/04,26,13,5,8,65:31,44,1.69
5350,Christian Streich,2004/05,26,10,4,12,47:43,34,1.31
5351,Christian Streich,2005/06,29,18,5,6,75:22,59,2.03
5352,Christian Streich,2006/07,26,12,6,8,44:24,42,1.62
5353,Christian Streich,2007/08,29,19,6,4,62:35,63,2.17
5354,Christian Streich,2008/09,33,23,3,7,88:45,72,2.18
5355,Christian Streich,2009/10,27,14,7,6,59:45,49,1.81
5356,Christian Streich,2010/11,30,19,5,6,82:37,62,2.07
5357,Christian Streich,2011/12,17,7,6,4,24:22,27,1.59
5358,Christian Streich,2012/13,39,18,9,12,54:45,63,1.62
5359,Christian Streich,2013/14,43,12,12,19,53:72,48,1.12
5360,Christian Streich,2014/15,38,10,13,15,45:51,43,1.13
5361,Christian Streich,2015/16,36,23,6,7,80:42,75,2.08
5362,Christian Streich,2016/17,36,15,6,15,52:67,51,1.42
5363,Christian Streich,2017/18,39,11,12,16,40:63,45,1.15
5364,Christian Streich,2018/19,36,9,12,15,54:68,39,1.08
5365,Christian Streich,2019/20,36,14,9,13,50:50,51,1.42
5366,Christian Streich,2020/21,36,13,9,14,54:54,48,1.33
5367,Christian Streich,2021/22,40,20,10,10,76:58,70,1.75
5368,Christian Streich,2022/23,47,25,10,12,73:58,85,1.81
5369,Christian Streich,2023/24,46,18,10,18,69:75,64,1.39
5370,Markus Babbel,2008/09,23,14,5,4,49:28,47,2.04
5371,Markus Babbel,2009/10,25,6,10,9,27:30,28,1.12
5372,Markus Babbel,2010/11,36,24,5,7,72:30,77,2.14
5373,Markus Babbel,2011/12,33,10,13,10,50:49,43,1.30
5374,Markus Babbel,2012/13,16,3,3,10,22:40,12,0.75
5375,Markus Babbel,2014/15,26,12,6,8,43:27,42,1.62
5376,Markus Babbel,2015/16,41,19,9,13,76:61,66,1.61
5377,Markus Babbel,2016/17,43,18,9,16,86:85,63,1.47
5378,Markus Babbel,2017/18,29,12,5,12,41:49,41,1.41
5379,Markus Babbel,2018/19,30,8,6,16,51:59,30,1.00
5380,Markus Babbel,2019/20,14,4,2,8,14:21,14,1.00
5381,Klaus Augenthaler,1995/96,1,0,1,0,2:2,1,1.00
5382,Klaus Augenthaler,1997/98,42,21,8,13,64:42,71,1.69
5383,Klaus Augenthaler,1998/99,46,25,8,13,71:41,83,1.80
5384,Klaus Augenthaler,1999/00,41,20,9,12,64:37,69,1.68
5385,Klaus Augenthaler,2000/01,37,22,5,10,67:36,71,1.92
5386,Klaus Augenthaler,2001/02,35,10,4,21,35:59,34,0.97
5387,Klaus Augenthaler,2002/03,35,12,6,17,39:55,42,1.20
5388,Klaus Augenthaler,2003/04,37,21,8,8,83:43,71,1.92
5389,Klaus Augenthaler,2004/05,48,22,11,15,96:70,77,1.60
5390,Klaus Augenthaler,2005/06,24,5,8,11,32:37,23,0.96
5391,Klaus Augenthaler,2006/07,39,12,13,14,46:48,49,1.26
5392,Klaus Augenthaler,2009/10,11,5,4,2,20:15,19,1.73
5393,Klaus Augenthaler,2010/11,38,11,12,15,39:55,45,1.18
5394,Klaus Augenthaler,2016/17,25,11,7,7,39:27,40,1.60
5395,Armin Veh,1992/93,32,14,9,9,58:40,51,1.59
5396,Armin Veh,1993/94,41,26,7,8,83:43,85,2.07
5397,Armin Veh,1994/95,29,14,5,10,46:36,47,1.62
5398,Armin Veh,1996/97,37,25,7,5,80:32,82,2.22
5399,Armin Veh,1997/98,11,2,3,6,11:19,9,0.82
5400,Armin Veh,1998/99,34,14,14,6,54:30,56,1.65
5401,Armin Veh,1999/00,35,28,3,4,104:28,87,2.49
5402,Armin Veh,2000/01,35,15,8,12,66:55,53,1.51
5403,Armin Veh,2001/02,34,11,5,18,53:64,38,1.12
5404,Armin Veh,2002/03,37,13,8,16,40:44,47,1.27
5405,Armin Veh,2003/04,32,12,8,12,56:50,44,1.38
5406,Armin Veh,2004/05,8,2,3,3,10:13,9,1.13
5407,Armin Veh,2005/06,16,5,4,7,18:23,19,1.19
5408,Armin Veh,2006/07,40,26,7,7,78:43,85,2.13
5409,Armin Veh,2007/08,45,20,4,21,78:86,64,1.42
5410,Armin Veh,2008/09,24,12,4,8,41:29,40,1.67
5411,Armin Veh,2009/10,27,9,7,11,50:50,34,1.26
5412,Armin Veh,2010/11,27,12,4,11,42:43,40,1.48
5413,Armin Veh,2011/12,36,21,8,7,78:34,71,1.97
5414,Armin Veh,2012/13,35,14,9,12,49:49,51,1.46
5415,Armin Veh,2013/14,48,19,11,18,70:70,68,1.42
5416,Armin Veh,2014/15,13,2,3,8,14:28,9,0.69
5417,Armin Veh,2015/16,27,6,9,12,31:41,27,1.00
5418,Frank Pagelsdorf,1992/93,36,29,2,5,107:26,89,2.47
5419,Frank Pagelsdorf,1993/94,33,26,3,4,113:21,81,2.45
5420,Frank Pagelsdorf,1994/95,35,19,8,8,67:32,65,1.86
5421,Frank Pagelsdorf,1995/96,35,13,10,12,48:45,49,1.40
5422,Frank Pagelsdorf,1996/97,36,12,7,17,40:50,43,1.19
5423,Frank Pagelsdorf,1997/98,41,15,12,14,50:54,57,1.39
5424,Frank Pagelsdorf,1998/99,37,15,11,11,60:53,56,1.51
5425,Frank Pagelsdorf,1999/00,41,18,13,10,74:52,67,1.63
5426,Frank Pagelsdorf,2000/01,47,13,15,19,73:75,54,1.15
5427,Frank Pagelsdorf,2001/02,7,2,2,3,14:12,8,1.14
5428,Frank Pagelsdorf,2003/04,28,6,5,17,30:49,23,0.82
5429,Frank Pagelsdorf,2005/06,35,15,4,16,54:52,49,1.40
5430,Frank Pagelsdorf,2006/07,35,16,14,5,50:32,62,1.77
5431,Frank Pagelsdorf,2007/08,37,10,6,21,45:54,36,0.97
5432,Frank Pagelsdorf,2008/09,14,5,5,4,28:17,20,1.43
5433,Pál Dárdai,2014/15,22,8,7,7,21:17,31,1.41
5434,Pál Dárdai,2015/16,39,18,8,13,51:48,62,1.59
5435,Pál Dárdai,2016/17,39,18,4,17,56:58,58,1.49
5436,Pál Dárdai,2017/18,42,12,15,15,52:56,51,1.21
5437,Pál Dárdai,2018/19,37,13,10,14,55:61,49,1.32
5438,Pál Dárdai,2020/21,16,4,6,6,17:20,18,1.13
5439,Pál Dárdai,2021/22,15,6,2,7,17:28,20,1.33
5440,Pál Dárdai,2022/23,6,2,1,3,9:14,7,1.17
5441,Pál Dárdai,2023/24,38,16,9,13,86:68,57,1.50
5442,Werner Lorant,1992/93,39,22,12,5,78:42,78,2.00
5443,Werner Lorant,1993/94,38,19,9,10,55:38,66,1.74
5444,Werner Lorant,1994/95,37,10,11,16,51:64,41,1.11
5445,Werner Lorant,1995/96,37,13,12,12,64:50,51,1.38
5446,Werner Lorant,1996/97,40,17,10,13,74:63,61,1.53
5447,Werner Lorant,1997/98,40,15,8,17,55:61,53,1.33
5448,Werner Lorant,1998/99,35,12,8,15,53:57,44,1.26
5449,Werner Lorant,1999/00,35,14,11,10,58:50,53,1.51
5450,Werner Lorant,2000/01,46,16,10,20,61:74,58,1.26
5451,Werner Lorant,2001/02,33,21,4,8,69:41,67,2.03
5452,Werner Lorant,2002/03,39,18,9,12,73:61,63,1.62
5453,Werner Lorant,2003/04,18,4,7,7,16:26,19,1.06
5454,Werner Lorant,2005/06,25,7,10,8,28:34,31,1.24
5455,Werner Lorant,2006/07,20,5,4,11,22:34,19,0.95
5456,Werner Lorant,2007/08,18,4,3,11,17:30,15,0.83
5457,Werner Lorant,2008/09,19,6,6,7,17:35,24,1.26
5458,Werner Lorant,2011/12,10,1,0,9,9:25,3,0.30
5459,Werner Lorant,2016/17,1,0,0,1,1:3,0,0.00
5460,Eric Gerets,1992/93,36,11,8,17,52:75,41,1.14
5461,Eric Gerets,1993/94,35,9,11,15,42:62,38,1.09
5462,Eric Gerets,1994/95,36,15,9,12,53:54,54,1.50
5463,Eric Gerets,1995/96,37,14,10,13,57:52,52,1.41
5464,Eric Gerets,1996/97,43,26,10,7,84:51,88,2.05
5465,Eric Gerets,1997/98,47,34,7,6,115:52,109,2.32
5466,Eric Gerets,1998/99,47,27,8,12,94:63,89,1.89
5467,Eric Gerets,1999/00,43,29,5,9,112:36,92,2.14
5468,Eric Gerets,2000/01,51,35,8,8,104:44,113,2.22
5469,Eric Gerets,2001/02,50,27,11,12,107:63,92,1.84
5470,Eric Gerets,2002/03,36,14,9,13,49:41,51,1.42
5471,Eric Gerets,2003/04,28,8,5,15,33:45,29,1.04
5472,Eric Gerets,2004/05,37,15,3,19,52:60,48,1.30
5473,Eric Gerets,2005/06,42,30,7,5,98:41,97,2.31
5474,Eric Gerets,2006/07,49,20,15,14,78:60,75,1.53
5475,Eric Gerets,2007/08,43,22,8,13,73:56,74,1.72
5476,Eric Gerets,2008/09,55,28,13,14,92:63,97,1.76
5477,Eric Gerets,2009/10,42,30,5,7,101:45,95,2.26
5478,Eric Gerets,2010/11,14,9,4,1,27:8,31,2.21
5479,Eric Gerets,2011/12,16,7,3,6,27:19,24,1.50
5480,Eric Gerets,2012/13,32,18,7,7,57:38,61,1.91
5481,Eric Gerets,2013/14,34,20,6,8,66:42,66,1.94
5482,Eric Gerets,2014/15,27,16,3,8,67:48,51,1.89
5483,Wolfgang Wolf,1994/95,26,19,3,4,86:26,60,2.31
5484,Wolfgang Wolf,1995/96,35,21,10,4,82:34,73,2.09
5485,Wolfgang Wolf,1996/97,35,14,11,10,38:28,53,1.51
5486,Wolfgang Wolf,1997/98,27,9,5,13,36:49,32,1.19
5487,Wolfgang Wolf,1998/99,39,19,10,10,67:55,67,1.72
5488,Wolfgang Wolf,1999/00,42,15,14,13,65:72,59,1.40
5489,Wolfgang Wolf,2000/01,41,15,13,13,71:54,58,1.41
5490,Wolfgang Wolf,2001/02,41,16,9,16,72:58,57,1.39
5491,Wolfgang Wolf,2002/03,29,9,4,16,39:49,31,1.07
5492,Wolfgang Wolf,2003/04,36,19,7,10,77:53,64,1.78
5493,Wolfgang Wolf,2004/05,36,11,8,17,59:67,41,1.14
5494,Wolfgang Wolf,2005/06,35,9,9,17,52:67,36,1.03
5495,Wolfgang Wolf,2006/07,30,12,11,7,37:28,47,1.57
5496,Wolfgang Wolf,2009/10,20,8,6,6,31:21,30,1.50
5497,Wolfgang Wolf,2010/11,28,15,5,8,48:34,50,1.79
5498,Wolfgang Wolf,2011/12,17,4,4,9,23:37,16,0.94
5499,Wolfgang Wolf,2012/13,9,2,3,4,11:17,9,1.00
5500,Wolfgang Wolf,2019/20,17,10,7,0,33:17,37,2.18
5501,Thorsten Fink,2006/07,28,25,1,2,97:28,76,2.71
5502,Thorsten Fink,2007/08,15,10,2,3,24:13,32,2.13
5503,Thorsten Fink,2008/09,29,6,9,14,31:48,27,0.93
5504,Thorsten Fink,2009/10,54,39,6,9,140:63,123,2.28
5505,Thorsten Fink,2010/11,52,30,11,11,109:67,101,1.94
5506,Thorsten Fink,2011/12,41,14,16,11,62:56,58,1.41
5507,Thorsten Fink,2012/13,35,14,6,15,44:57,48,1.37
5508,Thorsten Fink,2013/14,6,2,1,3,14:15,7,1.17
5509,Thorsten Fink,2014/15,15,7,5,3,24:14,26,1.73
5510,Thorsten Fink,2015/16,41,21,8,12,80:54,71,1.73
5511,Thorsten Fink,2016/17,52,29,5,18,113:79,92,1.77
5512,Thorsten Fink,2017/18,42,13,10,19,59:68,49,1.17
5513,Thorsten Fink,2018/19,51,22,6,23,85:87,72,1.41
5514,Thorsten Fink,2019/20,22,6,8,8,34:43,26,1.18
5515,Thorsten Fink,2021/22,15,8,2,5,25:13,26,1.73
5516,Thorsten Fink,2022/23,10,2,3,5,11:18,9,0.90
5517,Thorsten Fink,2023/24,42,14,14,14,52:62,56,1.33
5518,Jörg Berger,1992/93,23,8,1,14,37:39,25,1.09
5519,Jörg Berger,1993/94,23,9,6,8,29:29,33,1.43
5520,Jörg Berger,1994/95,38,13,11,14,57:61,50,1.32
5521,Jörg Berger,1995/96,37,16,14,7,51:37,62,1.68
5522,Jörg Berger,1996/97,12,4,5,3,18:17,17,1.42
5523,Jörg Berger,1997/98,21,4,5,12,25:41,17,0.81
5524,Jörg Berger,1998/99,12,5,2,5,21:21,17,1.42
5525,Jörg Berger,1999/00,19,4,2,13,22:29,14,0.74
5526,Jörg Berger,2000/01,8,0,3,5,7:20,3,0.38
5527,Jörg Berger,2001/02,27,10,3,14,36:56,33,1.22
5528,Jörg Berger,2002/03,32,13,8,11,51:44,47,1.47
5529,Jörg Berger,2003/04,40,20,8,12,72:64,68,1.70
5530,Jörg Berger,2004/05,22,5,7,10,21:35,22,1.00
5531,Jörg Berger,2005/06,2,0,0,2,2:6,0,0.00
